seqnames,start,end,width,strand,refGenome,reads,patient,sampleName,GTSP,timePoint,timePointDays,timePointMonths,dataSource,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr8,140940455,140940539,85,-,hg38,235,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8-140940539,TRUE,PTK2,-,FALSE,TRUE,0,PTP4A3,-480847,+,MYC,13197587,+,WHOLE BLOOD
chr4,141015344,141015418,75,+,hg38,817,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+141015344,TRUE,RNF150,-,FALSE,FALSE,0,USP38,-2169571,+,RAP1GDS1,42571482,+,WHOLE BLOOD
chr3,141535935,141536266,332,-,hg38,35,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-141536266,TRUE,RASA2,+,FALSE,FALSE,0,RNF7,-201941,+,None.found,Inf,None.found,WHOLE BLOOD
chr6,141575501,141575631,131,-,hg38,195,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-141575631,FALSE,NMBR,-,FALSE,TRUE,498851,CITED2,-2200980,-,NKAIN2,16749990,+,WHOLE BLOOD
chr7,142475388,142475455,68,-,hg38,3,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-142475455,FALSE,MTRNR2L6,+,FALSE,FALSE,-190842,EPHB6,-379557,+,None.found,Inf,None.found,WHOLE BLOOD
chr7,142475391,142475455,65,-,hg38,230,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-142475455,FALSE,MTRNR2L6,+,FALSE,FALSE,-190842,EPHB6,-379557,+,None.found,Inf,None.found,WHOLE BLOOD
chr4,142755991,142756198,208,-,hg38,119,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-142756198,TRUE,INPP4B,-,FALSE,TRUE,0,USP38,-428717,+,RAP1GDS1,44312336,+,WHOLE BLOOD
chr4,143201472,143201555,84,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-143201555,TRUE,USP38,+,FALSE,FALSE,0,USP38,0,+,RAP1GDS1,44757693,+,WHOLE BLOOD
chr5,143390982,143391097,116,-,hg38,219,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-143391097,TRUE,NR3C1,-,FALSE,TRUE,0,ARHGAP26,162085,+,TLX3,-27918185,+,WHOLE BLOOD
chr8,143482827,143483298,472,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8-143483298,TRUE,ZC3H3,-,FALSE,TRUE,-0,MAFA,-52865,-,MYC,15740346,+,WHOLE BLOOD
chr7,143516462,143516711,250,-,hg38,44,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-143516711,TRUE,EPHA1-AS1,+,FALSE,FALSE,-0,EPHA1,-107818,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,143770085,143770404,320,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7+143770085,FALSE,CTAGE6,-,FALSE,FALSE,-12334,EPHA1,-361192,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,143896745,143896931,187,-,hg38,124,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-143896931,TRUE,TCAF1,-,FALSE,TRUE,0,EPHA1,-488038,-,None.found,Inf,None.found,WHOLE BLOOD
chr8,144281695,144281760,66,+,hg38,242,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8+144281695,TRUE,BOP1,-,FALSE,FALSE,0,BOP1,0,-,MYC,16538743,+,WHOLE BLOOD
chr5,144481352,144481475,124,+,hg38,3,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+144481352,FALSE,KCTD16,+,FALSE,TRUE,3970,ARHGAP26,1252340,+,TLX3,-26827930,+,WHOLE BLOOD
chr8,144523871,144523944,74,+,hg38,175,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8+144523871,TRUE,"LRRC14,LRRC24","+,-",TRUE,FALSE,0,RECQL4,-6044,-,MYC,16780919,+,WHOLE BLOOD
chr8,144745989,144746067,79,+,hg38,233,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8+144745989,TRUE,ZNF251,-,FALSE,FALSE,0,RECQL4,-228162,-,MYC,17003037,+,WHOLE BLOOD
chr8,145012726,145013049,324,+,hg38,37,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr8+145012726,FALSE,ZNF252P-AS1,+,FALSE,TRUE,6679,RECQL4,-494899,-,MYC,17269774,+,WHOLE BLOOD
chr4,145550311,145550564,254,-,hg38,27,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-145550564,TRUE,SMAD1,+,FALSE,FALSE,-0,GAB1,2075998,+,RAP1GDS1,47106702,+,WHOLE BLOOD
chr6,145816877,145816949,73,+,hg38,22,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6+145816877,TRUE,LOC100507557,+,FALSE,TRUE,-0,PLAGL1,-1752277,-,NKAIN2,20991236,+,WHOLE BLOOD
chr4,146372222,146372518,297,+,hg38,17,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+146372222,TRUE,SLC10A7,-,FALSE,FALSE,-0,NR3C2,1706540,-,RAP1GDS1,47928360,+,WHOLE BLOOD
chr6,147345968,147346053,86,-,hg38,345,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-147346053,TRUE,STXBP5,+,FALSE,FALSE,-0,LATS1,2312098,-,NKAIN2,22520412,+,WHOLE BLOOD
chr2,147885015,147885387,373,-,hg38,51,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-147885387,TRUE,ACVR2A,+,FALSE,FALSE,0,ACVR2A,0,+,BCL11A,-87331888,-,WHOLE BLOOD
chr2,148433383,148433587,205,+,hg38,129,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+148433383,TRUE,MBD5,+,FALSE,TRUE,-0,ACVR2A,502555,+,BCL11A,-87879884,-,WHOLE BLOOD
chr7,148739516,148739628,113,+,hg38,121,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7+148739516,TRUE,CUL1,+,FALSE,TRUE,0,CUL1,0,+,None.found,Inf,None.found,WHOLE BLOOD
chr4,150292679,150293237,559,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-150293237,TRUE,LRBA,-,FALSE,TRUE,-0,LRBA,-0,-,RAP1GDS1,51849375,+,WHOLE BLOOD
chr4,150482037,150482328,292,-,hg38,56,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-150482328,TRUE,LRBA,-,FALSE,TRUE,-0,LRBA,-0,-,RAP1GDS1,52038466,+,WHOLE BLOOD
chr5,150749027,150749388,362,+,hg38,19,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+150749027,TRUE,DCTN4,-,FALSE,FALSE,0,CD74,-336090,-,TLX3,-20560255,+,WHOLE BLOOD
chr1,150768801,150769005,205,+,hg38,15,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+150768801,FALSE,CTSS,-,FALSE,FALSE,-2843,ARNT,40902,-,PBX1,-13790557,+,WHOLE BLOOD
chr1,150788587,150788670,84,-,hg38,185,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-150788670,FALSE,CTSK,-,FALSE,TRUE,7536,ARNT,21033,-,PBX1,-13770688,+,WHOLE BLOOD
chr1,150827738,150828045,308,+,hg38,91,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+150827738,TRUE,ARNT,-,FALSE,FALSE,-0,ARNT,-0,-,PBX1,-13731620,+,WHOLE BLOOD
chr1,151417551,151417821,271,-,hg38,6,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-151417821,TRUE,POGZ,-,FALSE,TRUE,-0,RFX5,-70527,-,PBX1,-13141537,+,WHOLE BLOOD
chr1,151928327,151928409,83,-,hg38,50,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-151928409,FALSE,THEM4,-,FALSE,TRUE,-18523,S100A10,54499,-,PBX1,-12630949,+,WHOLE BLOOD
chr1,151935750,151935840,91,+,hg38,22,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+151935750,FALSE,THEM4,-,FALSE,FALSE,-25864,S100A10,47158,-,PBX1,-12623608,+,WHOLE BLOOD
chr7,152357518,152357720,203,-,hg38,131,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr7-152357720,TRUE,KMT2C,-,FALSE,TRUE,0,KMT2C,0,-,None.found,Inf,None.found,WHOLE BLOOD
chr1,153596949,153597262,314,-,hg38,24,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-153597262,FALSE,S100A16,-,FALSE,TRUE,9619,S100A14,16991,-,PBX1,-10962096,+,WHOLE BLOOD
chr1,153856917,153857067,151,+,hg38,262,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+153856917,TRUE,GATAD2B,-,FALSE,FALSE,-0,CRTC2,90753,-,PBX1,-10702441,+,WHOLE BLOOD
chr1,153909417,153909925,509,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+153909417,TRUE,GATAD2B,-,FALSE,FALSE,0,CRTC2,38253,-,PBX1,-10649941,+,WHOLE BLOOD
chrX,154005981,154006435,455,-,hg38,3,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX-154006435,FALSE,IRAK1,-,FALSE,TRUE,4069,NAA10,-71280,-,MTCP1,1057597,-,WHOLE BLOOD
chrX,154076741,154077093,353,+,hg38,20,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX+154076741,TRUE,MECP2,-,FALSE,FALSE,0,NAA10,-141586,-,MTCP1,987291,-,WHOLE BLOOD
chr1,154168596,154168704,109,+,hg38,160,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+154168596,TRUE,TPM3,-,FALSE,FALSE,-0,TPM3,-0,-,PBX1,-10390762,+,WHOLE BLOOD
chr1,154239868,154240040,173,-,hg38,125,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-154240040,TRUE,UBAP2L,+,FALSE,FALSE,0,TPM3,-47904,-,PBX1,-10319318,+,WHOLE BLOOD
chr3,154282742,154282838,97,+,hg38,172,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+154282742,TRUE,DHX36,-,FALSE,FALSE,-0,MME,-741380,+,None.found,Inf,None.found,WHOLE BLOOD
chrX,154332727,154333063,337,-,hg38,31,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX-154333063,FALSE,TKTL1,+,FALSE,FALSE,2699,RPL10,-65000,+,MTCP1,730969,-,WHOLE BLOOD
chr1,154368889,154369162,274,+,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+154368889,FALSE,ATP8B2,+,FALSE,TRUE,17584,TPM3,-176753,-,PBX1,-10190469,+,WHOLE BLOOD
chrX,155036985,155037456,472,+,hg38,9,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX+155036985,TRUE,FUNDC2,+,FALSE,TRUE,0,CMC4,24635,-,MTCP1,27047,-,WHOLE BLOOD
chrX,155045063,155045211,149,+,hg38,175,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX+155045063,TRUE,FUNDC2,+,FALSE,TRUE,-0,CMC4,16557,-,MTCP1,18969,-,WHOLE BLOOD
chrX,155110163,155110526,364,-,hg38,18,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX-155110526,TRUE,BRCC3,+,FALSE,FALSE,-0,"CMC4,MTCP1",-39253,"-,-",MTCP1,-39253,-,WHOLE BLOOD
chr1,155246289,155246571,283,-,hg38,61,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-155246571,FALSE,FAM189B,-,FALSE,TRUE,632,THBS3,-38589,-,PBX1,-9312787,+,WHOLE BLOOD
chr1,155449302,155449524,223,+,hg38,117,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+155449302,TRUE,ASH1L,-,FALSE,FALSE,0,THBS3,-241320,-,PBX1,-9110056,+,WHOLE BLOOD
chr1,155522833,155523297,465,-,hg38,3,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-155523297,TRUE,ASH1L,-,FALSE,TRUE,0,THBS3,-315315,-,PBX1,-9036061,+,WHOLE BLOOD
chr1,155525033,155525240,208,-,hg38,212,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-155525240,TRUE,ASH1L,-,FALSE,TRUE,0,THBS3,-317258,-,PBX1,-9034118,+,WHOLE BLOOD
chrX,155589441,155589743,303,+,hg38,33,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chrX+155589441,TRUE,TMLHE,-,FALSE,FALSE,0,"CMC4,MTCP1",-518168,"-,-",MTCP1,-518168,-,WHOLE BLOOD
chr1,155827088,155827205,118,-,hg38,65,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-155827205,TRUE,GON4L,-,FALSE,TRUE,0,ARHGEF2,119632,-,PBX1,-8732153,+,WHOLE BLOOD
chr2,156504440,156504509,70,+,hg38,295,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+156504440,TRUE,GPD2,+,FALSE,TRUE,0,GALNT5,-753156,+,BCL11A,-95950941,-,WHOLE BLOOD
chr6,156939745,156939879,135,+,hg38,117,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6+156939745,TRUE,ARID1B,+,FALSE,TRUE,0,ARID1B,0,+,NKAIN2,32114104,+,WHOLE BLOOD
chr6,157883067,157883271,205,-,hg38,105,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-157883271,TRUE,SNX9,+,FALSE,FALSE,0,ZDHHC14,209325,+,NKAIN2,33057630,+,WHOLE BLOOD
chr4,158018996,158019427,432,+,hg38,17,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+158018996,FALSE,FAM198B,-,FALSE,FALSE,105582,NPY1R,5304967,-,RAP1GDS1,59575134,+,WHOLE BLOOD
chr4,158101909,158102074,166,+,hg38,126,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+158101909,FALSE,FAM198B,-,FALSE,FALSE,22669,NPY1R,5222054,-,RAP1GDS1,59658047,+,WHOLE BLOOD
chr6,159123883,159124058,176,-,hg38,34,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-159124058,FALSE,LOC101929122,-,FALSE,TRUE,41839,MAS1,-782882,+,NKAIN2,34298417,+,WHOLE BLOOD
chr4,159147685,159148114,430,+,hg38,29,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+159147685,TRUE,RAPGEF2,+,FALSE,TRUE,0,NPY1R,4176278,-,RAP1GDS1,60703823,+,WHOLE BLOOD
chr4,159309927,159309976,50,-,hg38,326,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-159309976,TRUE,RAPGEF2,+,FALSE,FALSE,-0,NPY1R,4013987,-,RAP1GDS1,60866114,+,WHOLE BLOOD
chr1,160383955,160384145,191,+,hg38,200,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+160383955,FALSE,NHLH1,+,FALSE,TRUE,11106,SLAMF6,101073,-,PBX1,-4175403,+,WHOLE BLOOD
chr1,160555694,160556018,325,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-160556018,TRUE,CD84,-,FALSE,TRUE,-0,SLAMF6,-32755,-,PBX1,-4003340,+,WHOLE BLOOD
chr1,161011187,161011354,168,+,hg38,227,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+161011187,TRUE,F11R,-,FALSE,FALSE,0,USF1,28062,-,PBX1,-3548171,+,WHOLE BLOOD
chr6,161059510,161059757,248,-,hg38,75,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-161059757,TRUE,MAP3K4,+,FALSE,FALSE,-0,IGF2R,948252,+,NKAIN2,36234116,+,WHOLE BLOOD
chr3,161713232,161713477,246,-,hg38,91,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-161713477,FALSE,OTOL1,+,FALSE,FALSE,209534,RARRES1,-2980990,-,None.found,Inf,None.found,WHOLE BLOOD
chr3,162139779,162139957,179,-,hg38,194,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-162139957,FALSE,OTOL1,+,FALSE,FALSE,636014,RARRES1,-3407470,-,None.found,Inf,None.found,WHOLE BLOOD
chr2,162353573,162353766,194,+,hg38,113,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+162353573,TRUE,GCA,+,FALSE,TRUE,-0,GALNT5,5035081,+,BCL11A,-101800074,-,WHOLE BLOOD
chr3,162511713,162512206,494,-,hg38,5,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-162512206,FALSE,LINC01192,-,FALSE,TRUE,665035,RARRES1,-3779719,-,None.found,Inf,None.found,WHOLE BLOOD
chr6,162741915,162742168,254,+,hg38,55,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6+162741915,TRUE,PACRG,+,FALSE,TRUE,0,IGF2R,2630410,+,NKAIN2,37916274,+,WHOLE BLOOD
chr4,163519852,163520382,531,+,hg38,5,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+163519852,TRUE,TMA16,+,TRUE,TRUE,-0,NPY1R,-187056,-,RAP1GDS1,65075990,+,WHOLE BLOOD
chr6,163565048,163565568,521,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr6-163565568,TRUE,QKI,+,TRUE,FALSE,-0,RNASET2,3363946,-,NKAIN2,38739927,+,WHOLE BLOOD
chr5,164370987,164371371,385,+,hg38,33,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+164370987,FALSE,LINC02143,-,FALSE,FALSE,77433,CCNG1,925970,+,TLX3,-6938295,+,WHOLE BLOOD
chr2,165144765,165145257,493,+,hg38,6,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+165144765,TRUE,SCN3A,-,FALSE,FALSE,-0,LRP2,3982342,-,BCL11A,-104591266,-,WHOLE BLOOD
chr3,166342646,166342936,291,-,hg38,24,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-166342936,FALSE,BCHE,-,FALSE,TRUE,-505463,MECOM,2740561,-,None.found,Inf,None.found,WHOLE BLOOD
chr3,168314992,168315418,427,-,hg38,16,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-168315418,TRUE,EGFEM1P,+,FALSE,FALSE,0,MECOM,768079,-,None.found,Inf,None.found,WHOLE BLOOD
chr4,168910738,168911115,378,+,hg38,17,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+168910738,TRUE,PALLD,+,FALSE,TRUE,-0,NPY1R,-5577942,-,RAP1GDS1,70466876,+,WHOLE BLOOD
chr4,169587477,169587911,435,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+169587477,TRUE,NEK1,-,FALSE,FALSE,0,ADAM29,-5330879,+,RAP1GDS1,71143615,+,WHOLE BLOOD
chr1,169900830,169901017,188,-,hg38,4,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-169901017,FALSE,SCYL3,-,FALSE,TRUE,-7057,SELE,-166937,-,PBX1,5014969,+,WHOLE BLOOD
chr4,169999059,169999370,312,-,hg38,36,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-169999370,TRUE,MFAP3L,-,FALSE,TRUE,-0,ADAM29,-4918986,+,RAP1GDS1,71555508,+,WHOLE BLOOD
chr2,170009088,170009173,86,-,hg38,57,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-170009173,TRUE,UBR3,+,FALSE,FALSE,-0,LRP2,-646560,-,BCL11A,-109455674,-,WHOLE BLOOD
chr2,171125506,171125656,151,-,hg38,114,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-171125656,TRUE,TLK1,-,FALSE,TRUE,0,LRP2,-1763043,-,BCL11A,-110572157,-,WHOLE BLOOD
chr2,171180988,171181107,120,+,hg38,271,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+171180988,TRUE,TLK1,-,FALSE,FALSE,0,LRP2,-1818375,-,BCL11A,-110627489,-,WHOLE BLOOD
chr2,171961177,171961468,292,+,hg38,102,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+171961177,TRUE,HAT1,+,FALSE,TRUE,-0,LRP2,-2598564,-,BCL11A,-111407678,-,WHOLE BLOOD
chr4,172082764,172082862,99,+,hg38,124,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4+172082764,TRUE,GALNTL6,+,FALSE,TRUE,0,ADAM29,-2835592,+,RAP1GDS1,73638902,+,WHOLE BLOOD
chr4,172122909,172123065,157,-,hg38,237,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-172123065,TRUE,GALNTL6,+,FALSE,FALSE,0,ADAM29,-2795291,+,RAP1GDS1,73679203,+,WHOLE BLOOD
chr3,172249424,172249628,205,+,hg38,6,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+172249424,TRUE,FNDC3B,+,FALSE,TRUE,-0,TNFSF10,256082,-,None.found,Inf,None.found,WHOLE BLOOD
chr5,172829193,172829493,301,-,hg38,31,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-172829493,FALSE,ERGIC1,+,FALSE,FALSE,-4725,NKX2-5,402609,-,TLX3,1517358,+,WHOLE BLOOD
chr1,173957489,173957931,443,+,hg38,8,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+173957489,TRUE,RC3H1,-,FALSE,FALSE,-0,GAS5,-88606,-,PBX1,9071441,+,WHOLE BLOOD
chr1,173957666,173957931,266,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+173957666,TRUE,RC3H1,-,FALSE,FALSE,-0,GAS5,-88783,-,PBX1,9071618,+,WHOLE BLOOD
chr4,174336015,174336218,204,-,hg38,64,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-174336218,FALSE,CEP44,+,FALSE,FALSE,2837,ADAM29,-582138,+,RAP1GDS1,75892356,+,WHOLE BLOOD
chr3,174651245,174651507,263,+,hg38,107,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+174651245,FALSE,NAALADL2,+,FALSE,TRUE,-208074,ECT2,1829770,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,175237977,175238158,182,-,hg38,62,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-175238158,TRUE,"NAALADL2,NAALADL2-AS2","+,-",FALSE,FALSE,-0,ECT2,2416683,+,None.found,Inf,None.found,WHOLE BLOOD
chr1,175242308,175242843,536,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1-175242843,FALSE,KIAA0040,-,FALSE,TRUE,-49749,TNR,79954,-,PBX1,10356795,+,WHOLE BLOOD
chr4,175432267,175432523,257,-,hg38,104,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr4-175432523,FALSE,GPM6A,-,FALSE,TRUE,200412,ADAM29,454342,+,RAP1GDS1,76988661,+,WHOLE BLOOD
chr1,175949957,175950363,407,+,hg38,17,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+175949957,TRUE,COP1,-,FALSE,FALSE,-0,TNR,-206340,-,PBX1,11063909,+,WHOLE BLOOD
chr2,175974233,175974367,135,-,hg38,32,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-175974367,TRUE,LNPK,-,FALSE,TRUE,0,HOXD13,-118435,+,BCL11A,-115420868,-,WHOLE BLOOD
chr1,176022301,176022584,284,+,hg38,5,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr1+176022301,TRUE,COP1,-,FALSE,FALSE,-0,TNR,-278684,-,PBX1,11136253,+,WHOLE BLOOD
chr2,176271366,176271464,99,-,hg38,12,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-176271464,TRUE,MTX2,+,FALSE,FALSE,0,MIR10B,121051,+,BCL11A,-115717965,-,WHOLE BLOOD
chr5,177193788,177194026,239,+,hg38,74,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+177193788,TRUE,NSD1,+,FALSE,TRUE,0,NSD1,0,+,TLX3,5881653,+,WHOLE BLOOD
chr5,177221998,177222316,319,+,hg38,21,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5+177221998,TRUE,NSD1,+,FALSE,TRUE,-0,NSD1,-0,+,TLX3,5909863,+,WHOLE BLOOD
chr2,177480984,177481469,486,-,hg38,6,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-177481469,TRUE,AGPS,+,FALSE,FALSE,-0,PDE11A,141778,-,BCL11A,-116927970,-,WHOLE BLOOD
chr2,177516089,177516502,414,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+177516089,TRUE,AGPS,+,FALSE,TRUE,-0,PDE11A,107158,-,BCL11A,-116962590,-,WHOLE BLOOD
chr5,177659003,177659262,260,-,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-177659262,TRUE,LOC202181,-,FALSE,TRUE,0,DBN1,-185568,-,TLX3,6347127,+,WHOLE BLOOD
chr2,178228915,178229161,247,-,hg38,12,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2-178229161,TRUE,OSBPL6,+,FALSE,FALSE,0,PDE11A,-120821,-,BCL11A,-117675662,-,WHOLE BLOOD
chr3,179418881,179418948,68,-,hg38,2,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-179418948,TRUE,GNB4,-,FALSE,TRUE,-0,PIK3CA,178854,+,None.found,Inf,None.found,WHOLE BLOOD
chr5,180052061,180052095,35,-,hg38,273,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr5-180052095,TRUE,RNF130,-,FALSE,TRUE,0,MAPK9,181497,-,TLX3,8739960,+,WHOLE BLOOD
chr2,182085039,182085181,143,+,hg38,9,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr2+182085039,TRUE,PPP1R1C,+,FALSE,TRUE,-0,PDE11A,-3976699,-,BCL11A,-121531540,-,WHOLE BLOOD
chr3,183670551,183670624,74,-,hg38,303,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3-183670624,TRUE,KLHL24,+,FALSE,FALSE,-0,PSMD2,-628472,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,183979908,183979968,61,+,hg38,1,p304002,GTSP5833-4,GTSP5833,UNS,0,0,Illumina,chr3+183979908,TRUE,ABCC5,-,FALSE,FALSE,0,PSMD2,-319188,+,None.found,Inf,None.found,WHOLE BLOOD
